Product ID,avg_torque,avg_speed,max_tool_wear,cluster
L50534,40.2,1559.0,191,0
L50535,49.0,1367.0,193,0
L50536,57.8,1355.0,195,0
L50538,36.6,1522.0,202,0
L50539,41.9,1525.0,204,0
L50540,46.5,1394.0,206,0
L50541,40.7,1519.0,208,0
L50542,43.9,1445.0,210,0
L50543,43.3,1555.0,212,0
L50544,39.5,1633.0,0,2
L50548,58.5,1350.0,13,2
L50549,8.0,2760.0,15,1
L50550,32.2,1584.0,17,2
L50551,21.8,1989.0,19,1
L50552,44.3,1431.0,21,2
L50553,35.2,1568.0,23,2
L50554,50.6,1376.0,25,2
L50558,33.1,1568.0,38,2
L50560,36.3,1590.0,43,2
L50561,47.6,1376.0,45,2
L50562,38.5,1510.0,47,2
L50564,40.7,1426.0,54,2
L50565,43.6,1466.0,56,2
L50571,47.3,1466.0,77,2
L50572,47.3,1408.0,79,2
L50573,48.1,1490.0,81,2
L50574,42.3,1405.0,83,2
L50575,33.3,1647.0,85,1
L50577,30.7,1648.0,90,1
L50578,30.7,1675.0,92,1
L50579,34.2,1605.0,94,1
L50582,53.3,1347.0,104,2
L50583,52.7,1337.0,106,2
L50584,30.9,1695.0,108,1
L50586,44.0,1470.0,113,0
L50587,49.8,1381.0,115,0
L50590,39.7,1451.0,123,0
L50591,55.7,1419.0,125,0
L50592,55.6,1313.0,127,0
L50593,36.3,1560.0,129,0
L50594,41.2,1555.0,131,0
L50595,36.9,1579.0,133,0
L50596,44.6,1435.0,135,0
L50597,33.7,1621.0,137,1
L50599,33.8,1611.0,144,1
L50600,23.5,1834.0,146,1
L50602,34.1,1629.0,151,1
L50603,35.2,1496.0,153,0
L50604,32.9,1593.0,155,0
L50606,48.7,1380.0,160,0
L50607,34.4,1562.0,162,0
L50608,49.4,1391.0,164,0
L50611,43.6,1429.0,176,0
L50615,54.9,1389.0,187,0
L50616,48.1,1466.0,189,0
L50617,15.8,2297.0,191,1
L50618,37.5,1471.0,193,0
L50619,41.4,1492.0,195,0
L50620,41.5,1460.0,197,0
L50621,39.4,1559.0,199,0
L50623,39.0,1535.0,204,0
L50624,50.7,1381.0,206,0
L50627,34.5,1624.0,216,0
L50628,36.6,1478.0,218,0
L50629,33.3,1605.0,220,0
L50630,43.4,1506.0,222,0
L50631,43.9,1455.0,0,2
L50633,54.4,1425.0,7,2
L50634,21.8,1918.0,9,1
L50638,46.6,1329.0,24,2
L50639,54.2,1270.0,26,2
L50640,41.6,1415.0,28,2
L50643,25.5,1809.0,40,1
L50644,59.7,1303.0,42,2
L50646,56.9,1447.0,47,2
L50647,44.2,1461.0,49,2
L50648,18.6,2092.0,51,1
L50650,26.5,1736.0,56,1
L50651,49.3,1441.0,58,2
L50652,43.3,1523.0,60,2
L50655,33.4,1644.0,68,1
L50656,43.8,1522.0,70,2
L50657,41.7,1547.0,72,2
L50658,30.8,1597.0,74,1
L50660,58.2,1400.0,79,2
L50661,31.5,1663.0,81,1
L50662,37.6,1540.0,83,2
L50664,39.0,1519.0,90,2
L50665,47.7,1427.0,92,2
L50666,29.8,1650.0,94,1
L50668,54.8,1379.0,99,2
L50669,36.7,1542.0,101,2
L50674,45.7,1356.0,119,0
L50676,48.0,1309.0,124,0
L50677,33.1,1642.0,126,1
L50678,54.9,1289.0,128,0
L50679,43.8,1353.0,130,0
L50683,47.6,1493.0,145,0
L50685,26.7,1726.0,150,1
L50688,33.0,1608.0,160,1
L50689,27.2,1771.0,162,1
L50690,42.6,1474.0,164,0
L50691,53.0,1322.0,166,0
L50696,47.8,1402.0,182,0
L50697,35.2,1550.0,184,0
L50698,44.9,1376.0,186,0
L50700,32.2,1669.0,191,1
L50701,38.9,1541.0,193,0
L50702,32.5,1651.0,195,1
L50703,39.3,1521.0,197,0
L50705,31.7,1609.0,202,0
L50708,53.1,1378.0,212,0
L50709,39.0,1567.0,214,0
L50712,40.3,1486.0,6,2
L50713,36.2,1563.0,8,2
L50716,34.2,1632.0,18,2
L50718,36.0,1635.0,23,2
L50719,32.5,1686.0,25,1
L50720,31.4,1574.0,27,2
L50721,43.4,1546.0,29,2
L50722,24.7,1899.0,31,1
L50723,36.5,1449.0,33,2
L50725,38.6,1576.0,38,2
L50728,34.5,1616.0,46,2
L50731,24.2,1799.0,54,1
L50734,43.2,1525.0,62,2
L50735,37.7,1551.0,64,2
L50736,31.5,1735.0,66,1
L50738,26.2,1743.0,71,1
L50740,32.4,1680.0,76,1
L50741,38.5,1486.0,78,2
L50742,43.8,1471.0,80,2
L50746,62.3,1295.0,91,2
L50747,34.1,1548.0,93,2
L50748,54.7,1372.0,95,2
L50752,50.7,1451.0,108,2
L50753,48.4,1452.0,110,0
L50754,46.0,1406.0,112,0
L50755,39.1,1567.0,114,0
L50756,41.7,1599.0,116,0
L50759,11.8,2672.0,124,1
L50760,31.9,1650.0,126,1
L50762,50.5,1395.0,131,0
L50763,29.3,1751.0,133,1
L50764,68.9,1192.0,135,0
L50765,25.0,1947.0,137,1
L50766,34.9,1593.0,139,0
L50769,13.7,2465.0,149,1
L50770,46.8,1403.0,151,0
L50775,41.1,1517.0,167,0
L50776,50.0,1354.0,169,0
L50778,53.2,1399.0,174,0
L50780,34.7,1523.0,181,0
L50781,43.1,1377.0,183,0
L50783,40.0,1542.0,188,0
L50784,33.3,1557.0,190,0
L50785,31.9,1641.0,192,1
L50786,55.0,1318.0,194,0
L50787,33.8,1638.0,196,0
L50791,46.4,1405.0,207,0
L50792,37.8,1622.0,0,2
L50793,39.4,1557.0,2,2
L50794,33.3,1606.0,4,2
L50797,41.6,1529.0,12,2
L50798,46.3,1448.0,14,2
L50799,44.2,1435.0,16,2
L50801,29.1,1657.0,23,1
L50802,39.9,1509.0,25,2
L50807,30.6,1588.0,39,1
L50808,32.1,1609.0,41,1
L50809,44.1,1415.0,43,2
L50810,27.3,1845.0,45,1
L50812,30.6,1634.0,50,1
L50814,37.7,1499.0,55,2
L50816,46.5,1449.0,60,2
L50819,35.0,1622.0,68,1
L50821,41.8,1488.0,75,2
L50822,57.6,1309.0,77,2
L50823,26.4,1784.0,79,1
L50824,32.4,1548.0,81,2
L50825,43.5,1413.0,83,2
L50827,43.8,1427.0,88,2
L50829,40.4,1481.0,93,2
L50830,39.7,1446.0,95,2
L50831,44.9,1444.0,97,2
L50833,37.4,1518.0,102,2
L50834,35.9,1603.0,104,1
L50835,30.9,1686.0,106,1
L50837,45.4,1477.0,111,0
L50840,49.1,1398.0,119,0
L50847,34.3,1665.0,139,1
L50848,38.7,1510.0,141,0
L50849,40.2,1465.0,143,0
L50850,27.5,1701.0,145,1
L50852,32.3,1658.0,150,1
L50854,52.4,1346.0,157,0
L50858,33.1,1567.0,168,0
L50859,34.0,1725.0,170,1
L50860,31.2,1744.0,172,1
L50862,34.8,1550.0,177,0
L50864,65.3,1270.0,182,0
L50866,50.5,1406.0,187,0
L50868,45.8,1420.0,192,0
L50869,22.7,1889.0,194,1
L50870,43.6,1477.0,196,0
L50871,46.9,1460.0,198,0
L50872,24.4,1758.0,200,1
L50873,31.5,1521.0,202,0
L50875,37.3,1530.0,207,0
L50876,46.8,1454.0,0,2
L50877,23.1,1928.0,2,1
L50879,33.2,1649.0,9,2
L50880,50.3,1447.0,11,2
L50881,48.0,1417.0,13,2
L50882,44.9,1434.0,15,2
L50886,41.1,1567.0,26,2
L50888,44.6,1549.0,31,2
L50889,26.9,1754.0,33,1
L50890,38.3,1489.0,35,2
L50891,38.5,1543.0,37,2
L50892,33.1,1543.0,39,2
L50893,35.6,1565.0,41,2
L50896,32.3,1609.0,49,1
L50898,44.1,1450.0,56,2
L50899,39.9,1590.0,58,2
L50902,41.8,1451.0,66,2
L50903,24.4,1758.0,68,1
L50907,24.3,1786.0,81,1
L50908,44.5,1457.0,83,2
L50913,39.6,1470.0,97,2
L50917,48.6,1351.0,110,2
L50920,49.7,1401.0,118,0
L50921,38.2,1503.0,120,0
L50922,35.0,1564.0,122,0
L50923,24.6,1759.0,124,1
L50924,53.1,1409.0,126,0
L50925,25.8,1738.0,128,1
L50927,38.8,1499.0,135,0
L50928,39.0,1493.0,137,0
L50929,33.9,1652.0,139,1
L50930,29.9,1589.0,141,1
L50931,42.2,1520.0,143,0
L50933,46.8,1463.0,150,0
L50934,43.7,1442.0,152,0
L50935,51.5,1329.0,154,0
L50936,33.1,1546.0,156,0
L50939,47.0,1412.0,164,0
L50940,46.8,1377.0,166,0
L50943,47.9,1428.0,174,0
L50944,54.6,1329.0,176,0
L50946,53.0,1373.0,181,0
L50947,35.6,1630.0,183,0
L50948,34.2,1555.0,185,0
L50950,31.0,1609.0,190,0
L50952,44.8,1448.0,195,0
L50956,36.8,1538.0,208,0
L50959,31.1,1657.0,3,1
L50960,42.9,1446.0,5,2
L50961,43.8,1465.0,7,2
L50962,23.8,1827.0,9,1
L50964,29.7,1744.0,16,1
L50965,36.7,1545.0,18,2
L50966,36.6,1587.0,20,2
L50967,47.3,1377.0,22,2
L50968,48.1,1511.0,24,2
L50969,32.4,1650.0,26,1
L50970,48.9,1412.0,28,2
L50971,43.1,1528.0,30,2
L50972,35.0,1459.0,32,2
L50973,49.3,1379.0,34,2
L50977,36.8,1622.0,45,2
L50978,25.7,1786.0,47,1
L50979,34.0,1506.0,49,2
L50983,37.5,1531.0,60,2
L50984,33.4,1529.0,62,2
L50989,56.6,1350.0,76,2
L50992,50.0,1392.0,84,2
L50993,44.9,1467.0,86,2
L50995,24.9,1769.0,91,1
L50996,47.6,1459.0,93,2
L50998,42.8,1491.0,98,2
L50999,36.4,1567.0,100,2
L51000,41.4,1421.0,102,2
L51001,33.5,1596.0,104,1
L51004,30.3,1620.0,112,1
L51010,22.7,1891.0,135,1
L51016,43.9,1466.0,152,0
L51017,47.9,1450.0,154,0
L51018,24.5,1880.0,156,1
L51020,33.1,1610.0,161,1
L51021,42.8,1565.0,163,0
L51022,40.1,1545.0,165,0
L51023,60.1,1227.0,167,0
L51024,45.9,1484.0,169,0
L51025,32.7,1591.0,171,0
L51026,47.2,1403.0,173,0
L51028,28.1,1720.0,178,1
L51029,37.2,1561.0,180,0
L51032,19.7,2034.0,190,1
L51033,40.4,1486.0,192,0
L51034,67.6,1338.0,194,0
L51038,37.6,1559.0,209,0
L51039,37.0,1599.0,211,0
L51040,38.9,1427.0,213,0
L51043,27.0,1674.0,223,1
L51046,53.2,1311.0,0,2
L51049,45.2,1480.0,8,2
L51050,46.1,1461.0,10,2
L51052,46.5,1389.0,15,2
L51053,35.1,1638.0,17,2
L51054,54.1,1254.0,19,2
L51055,50.1,1427.0,21,2
L51056,31.8,1627.0,23,1
L51058,27.1,1773.0,30,1
L51060,29.5,1595.0,35,1
L51061,44.1,1521.0,37,2
L51062,43.7,1419.0,39,2
L51065,29.2,1677.0,49,1
L51066,50.5,1392.0,51,2
L51067,50.5,1448.0,53,2
L51068,22.9,1903.0,55,1
L51069,52.0,1404.0,57,2
L51070,53.5,1386.0,59,2
L51071,47.0,1418.0,61,2
L51073,40.6,1549.0,66,2
L51082,34.6,1630.0,94,1
L51086,62.5,1297.0,109,2
L51088,36.4,1633.0,114,1
L51090,26.9,1831.0,121,1
L51092,40.4,1475.0,126,0
L51094,35.1,1493.0,131,0
L51095,29.5,1700.0,133,1
L51096,37.0,1453.0,135,0
L51097,34.1,1542.0,137,0
L51100,27.5,1885.0,147,1
L51101,41.4,1494.0,149,0
L51105,29.6,1638.0,160,1
L51106,36.0,1609.0,162,0
L51108,59.8,1442.0,169,0
L51112,22.4,1953.0,180,1
L51113,34.7,1576.0,182,0
L51116,18.8,1985.0,190,1
L51117,26.4,1802.0,192,1
L51118,32.4,1603.0,194,0
L51119,54.0,1400.0,196,0
L51120,54.2,1395.0,198,0
L51121,19.9,1987.0,200,1
L51123,66.7,1333.0,205,0
L51124,49.4,1381.0,207,0
L51125,36.1,1570.0,0,2
L51129,50.8,1384.0,13,2
L51130,37.2,1570.0,15,2
L51132,37.3,1476.0,20,2
L51135,49.6,1448.0,28,2
L51137,44.9,1510.0,33,2
L51138,55.5,1378.0,35,2
L51140,48.1,1390.0,40,2
L51142,24.8,1785.0,45,1
L51145,37.5,1507.0,55,2
L51146,37.8,1530.0,57,2
L51149,38.7,1504.0,65,2
L51152,34.7,1511.0,75,2
L51153,41.8,1535.0,77,2
L51154,37.9,1505.0,79,2
L51158,46.4,1382.0,94,2
L51159,41.8,1439.0,96,2
L51162,48.6,1475.0,104,2
L51163,46.9,1389.0,106,2
L51164,32.8,1652.0,108,1
L51165,50.3,1386.0,110,2
L51168,40.2,1554.0,118,0
L51169,32.8,1602.0,120,1
L51171,34.4,1682.0,127,1
L51172,34.1,1614.0,129,1
L51173,47.8,1324.0,131,0
L51174,40.3,1434.0,133,0
L51175,31.6,1621.0,135,1
L51177,53.7,1394.0,140,0
L51178,35.1,1586.0,142,0
L51179,45.9,1420.0,144,0
L51180,50.3,1422.0,146,0
L51182,59.2,1454.0,153,0
L51183,39.3,1519.0,155,0
L51184,55.7,1373.0,157,0
L51186,45.0,1492.0,162,0
L51187,50.8,1369.0,164,0
L51189,36.0,1630.0,169,0
L51191,52.1,1447.0,174,0
L51194,30.8,1740.0,182,1
L51195,41.4,1477.0,184,0
L51196,30.3,1658.0,186,1
L51197,23.4,1902.0,188,1
L51200,49.5,1351.0,196,0
L51202,30.7,1666.0,203,1
L51203,50.0,1364.0,205,0
L51207,37.8,1566.0,218,0
L51208,43.2,1455.0,220,0
L51210,17.3,2143.0,227,1
L51211,42.7,1447.0,229,0
L51212,50.3,1383.0,231,0
L51213,27.1,1772.0,233,1
L51214,29.0,1615.0,235,0
L51215,36.6,1454.0,0,2
L51216,49.1,1445.0,2,2
L51218,34.4,1546.0,7,2
L51219,39.3,1567.0,9,2
L51220,27.4,1767.0,11,1
L51221,34.2,1539.0,13,2
L51222,39.0,1564.0,15,2
L51227,46.0,1455.0,29,2
L51228,12.1,2691.0,31,1
L51229,41.2,1505.0,33,2
L51230,46.6,1456.0,35,2
L51231,46.4,1383.0,37,2
L51235,22.7,1865.0,48,1
L51236,36.9,1597.0,50,2
L51237,38.6,1495.0,52,2
L51239,44.3,1465.0,57,2
L51241,21.7,1906.0,62,1
L51242,44.0,1446.0,64,2
L51243,19.7,1948.0,66,1
L51244,47.1,1480.0,68,2
L51247,51.0,1429.0,76,2
L51248,48.8,1405.0,78,2
L51250,58.1,1348.0,83,2
L51251,68.6,1331.0,85,2
L51252,33.4,1610.0,87,1
L51254,42.7,1453.0,92,2
L51255,38.9,1583.0,94,2
L51257,39.8,1635.0,99,2
L51259,22.0,1978.0,106,1
L51260,58.0,1357.0,108,2
L51261,58.2,1336.0,110,2
L51262,39.2,1568.0,112,0
L51264,35.6,1611.0,117,1
L51266,36.1,1567.0,124,0
L51267,54.9,1376.0,126,0
L51268,42.4,1477.0,128,0
L51270,15.8,2197.0,133,1
L51274,30.9,1651.0,146,1
L51276,51.7,1370.0,153,0
L51277,34.1,1518.0,155,0
L51278,29.6,1648.0,157,1
L51279,47.2,1464.0,159,0
L51280,23.2,1895.0,161,1
L51281,23.4,1884.0,163,1
L51282,46.6,1450.0,165,0
L51283,43.4,1448.0,167,0
L51284,49.6,1389.0,169,0
L51285,35.2,1583.0,171,0
L51286,51.1,1425.0,173,0
L51287,27.1,1809.0,175,1
L51288,21.8,1892.0,177,1
L51290,46.7,1361.0,182,0
L51293,55.3,1325.0,192,0
L51294,53.1,1358.0,194,0
L51297,55.7,1340.0,204,0
L51298,47.7,1366.0,206,0
L51299,45.1,1325.0,208,0
L51302,43.6,1462.0,0,2
L51304,53.6,1385.0,5,2
L51305,40.0,1439.0,7,2
L51308,24.8,1708.0,17,1
L51310,62.8,1286.0,22,2
L51311,46.3,1485.0,24,2
L51313,27.3,1765.0,29,1
L51314,28.8,1688.0,31,1
L51316,48.0,1487.0,36,2
L51317,50.5,1384.0,38,2
L51318,57.4,1311.0,40,2
L51320,61.2,1331.0,47,2
L51322,50.2,1424.0,54,2
L51323,39.6,1500.0,56,2
L51324,28.0,1738.0,58,1
L51326,41.4,1482.0,63,2
L51327,44.0,1398.0,65,2
L51328,21.3,1972.0,67,1
L51329,37.6,1603.0,69,2
L51330,34.8,1610.0,71,1
L51335,44.4,1370.0,85,2
L51337,60.6,1263.0,90,2
L51338,21.5,1889.0,92,1
L51342,29.8,1591.0,105,1
L51343,30.9,1696.0,107,1
L51344,47.5,1346.0,109,2
L51348,30.5,1632.0,122,1
L51349,36.0,1559.0,124,0
L51352,50.0,1386.0,132,0
L51354,37.8,1499.0,137,0
L51355,33.4,1612.0,139,1
L51357,39.2,1477.0,144,0
L51358,34.4,1624.0,146,1
L51359,46.1,1349.0,148,0
L51360,28.8,1686.0,150,1
L51362,54.8,1362.0,155,0
L51363,50.9,1402.0,157,0
L51364,53.2,1334.0,159,0
L51365,48.4,1348.0,161,0
L51369,31.8,1560.0,172,0
L51371,59.4,1317.0,179,0
L51373,34.2,1634.0,184,0
L51374,46.2,1423.0,186,0
L51375,38.4,1548.0,188,0
L51377,36.5,1573.0,193,0
L51380,34.2,1571.0,201,0
L51381,15.4,2211.0,203,1
L51382,40.6,1555.0,205,0
L51385,26.3,1723.0,213,1
L51390,35.3,1565.0,6,2
L51391,52.8,1314.0,8,2
L51393,40.7,1465.0,13,2
L51394,36.6,1573.0,15,2
L51396,50.3,1370.0,20,2
L51397,38.8,1462.0,22,2
L51399,26.8,1717.0,27,1
L51401,39.3,1467.0,32,2
L51403,31.9,1657.0,37,1
L51404,28.1,1698.0,39,1
L51405,49.3,1359.0,41,2
L51406,37.1,1596.0,43,2
L51407,46.9,1383.0,45,2
L51408,16.6,2203.0,47,1
L51410,32.9,1673.0,52,1
L51411,47.8,1340.0,54,2
L51412,42.3,1452.0,56,2
L51415,41.4,1438.0,66,2
L51416,40.5,1604.0,68,2
L51417,23.2,1832.0,70,1
L51419,37.6,1446.0,75,2
L51420,20.9,1905.0,77,1
L51421,47.9,1475.0,79,2
L51422,48.5,1462.0,81,2
L51424,39.6,1469.0,86,2
L51426,35.5,1537.0,91,2
L51427,60.0,1369.0,93,2
L51428,37.2,1506.0,95,2
L51429,56.9,1330.0,97,2
L51430,38.0,1660.0,99,1
L51434,68.0,1284.0,114,2
L51439,35.1,1545.0,128,0
L51441,28.1,1730.0,135,1
L51442,20.7,2001.0,137,1
L51443,36.2,1620.0,139,0
L51445,38.0,1424.0,144,0
L51446,39.5,1440.0,146,0
L51447,42.8,1520.0,148,0
L51448,29.8,1694.0,150,1
L51449,39.2,1610.0,152,0
L51450,52.0,1331.0,154,0
L51451,41.2,1470.0,156,0
L51452,36.9,1577.0,158,0
L51453,36.4,1486.0,160,0
L51454,40.3,1445.0,162,0
L51457,28.1,1743.0,170,1
L51458,50.4,1409.0,172,0
L51459,45.4,1361.0,174,0
L51460,28.9,1753.0,176,1
L51461,22.9,1832.0,178,1
L51462,48.5,1374.0,180,0
L51464,40.3,1493.0,185,0
L51465,49.0,1317.0,187,0
L51470,32.6,1642.0,201,0
L51471,19.0,2032.0,203,1
L51473,44.9,1393.0,208,0
L51475,40.4,1457.0,213,0
L51476,5.8,2825.0,215,1
L51479,50.1,1402.0,3,2
L51481,51.1,1471.0,8,2
L51482,12.6,2695.0,10,1
L51483,48.1,1435.0,12,2
L51484,26.3,1694.0,14,1
L51485,26.6,1687.0,16,1
L51486,22.9,1869.0,18,1
L51487,63.9,1259.0,20,2
L51490,25.6,1776.0,30,1
L51492,46.5,1430.0,35,2
L51493,46.6,1502.0,37,2
L51496,33.4,1639.0,47,1
L51498,42.2,1541.0,52,2
L51500,44.6,1397.0,57,2
L51501,28.9,1686.0,59,1
L51503,50.5,1341.0,64,2
L51504,43.0,1486.0,66,2
L51505,57.1,1384.0,68,2
L51506,55.8,1362.0,70,2
L51508,48.2,1326.0,77,2
L51509,30.3,1566.0,79,1
L51510,38.5,1549.0,81,2
L51513,33.9,1588.0,89,1
L51514,42.5,1472.0,91,2
L51515,37.7,1607.0,93,2
L51517,43.4,1440.0,100,2
L51518,43.7,1397.0,102,2
L51519,46.6,1524.0,104,2
L51521,46.0,1398.0,109,2
L51523,39.3,1491.0,114,0
L51526,30.4,1598.0,124,1
L51528,44.7,1507.0,131,0
L51529,31.4,1595.0,133,1
L51531,43.7,1432.0,138,0
L51532,42.8,1424.0,140,0
L51534,58.1,1456.0,145,0
L51536,31.0,1649.0,152,1
L51537,52.8,1407.0,154,0
L51540,35.8,1543.0,164,0
L51542,46.6,1447.0,169,0
L51545,48.8,1449.0,181,0
L51546,51.4,1388.0,183,0
L51548,28.6,1664.0,190,1
L51550,57.6,1308.0,197,0
L51551,40.0,1480.0,199,0
L51554,34.8,1551.0,207,0
L51555,36.3,1414.0,209,0
L51560,49.0,1410.0,223,0
L51561,43.2,1446.0,225,0
L51562,39.6,1525.0,227,0
L51563,65.5,1298.0,229,0
L51564,42.7,1443.0,231,0
L51565,45.3,1442.0,233,0
L51566,31.9,1719.0,0,1
L51567,39.4,1532.0,2,2
L51568,27.2,1701.0,4,1
L51572,45.1,1458.0,15,2
L51574,48.7,1483.0,20,2
L51575,40.4,1513.0,22,2
L51577,37.7,1539.0,29,2
L51579,29.7,1653.0,34,1
L51580,50.9,1353.0,36,2
L51583,49.9,1388.0,48,2
L51585,45.5,1331.0,53,2
L51586,58.5,1326.0,55,2
L51587,55.4,1394.0,57,2
L51588,18.9,2009.0,59,1
L51590,32.2,1586.0,64,1
L51591,31.6,1688.0,66,1
L51592,43.2,1450.0,68,2
L51594,39.3,1520.0,73,2
L51595,42.7,1514.0,75,2
L51597,66.8,1365.0,80,2
L51598,33.2,1642.0,82,1
L51601,62.4,1325.0,92,2
L51605,36.9,1547.0,103,2
L51606,40.4,1479.0,105,2
L51608,21.2,1906.0,110,1
L51612,46.4,1445.0,125,0
L51614,32.9,1556.0,132,0
L51615,52.7,1321.0,134,0
L51617,31.2,1578.0,139,1
L51618,52.3,1418.0,141,0
L51620,44.0,1446.0,146,0
L51621,50.6,1329.0,148,0
L51622,34.8,1563.0,150,0
L51623,57.4,1405.0,152,0
L51624,16.0,2224.0,154,1
L51625,29.9,1716.0,156,1
L51626,35.5,1584.0,158,0
L51628,51.2,1374.0,163,0
L51630,37.3,1551.0,168,0
L51631,40.9,1549.0,170,0
L51633,53.7,1400.0,175,0
L51634,48.8,1401.0,177,0
L51636,46.0,1487.0,184,0
L51638,47.7,1478.0,189,0
L51639,26.3,1743.0,191,1
L51640,32.8,1596.0,193,0
L51641,30.8,1642.0,195,1
L51642,67.8,1263.0,197,0
L51643,19.9,2016.0,199,1
L51644,30.5,1671.0,201,1
L51645,43.2,1404.0,203,0
L51646,41.1,1470.0,205,0
L51647,37.9,1617.0,207,0
L51648,29.0,1725.0,209,1
L51649,40.9,1446.0,211,0
L51650,34.3,1564.0,0,2
L51651,29.1,1670.0,2,1
L51652,48.7,1501.0,4,2
L51653,35.9,1551.0,6,2
L51654,35.0,1563.0,8,2
L51655,41.8,1351.0,10,2
L51656,52.1,1415.0,12,2
L51657,34.2,1647.0,14,2
L51658,41.6,1477.0,16,2
L51659,21.5,1923.0,18,1
L51663,42.7,1489.0,33,2
L51665,35.7,1542.0,38,2
L51667,36.5,1436.0,43,2
L51669,40.2,1487.0,48,2
L51670,20.3,1967.0,50,1
L51673,37.7,1511.0,60,2
L51675,57.2,1359.0,67,2
L51677,36.0,1523.0,72,2
L51680,36.2,1638.0,84,1
L51681,54.0,1307.0,86,2
L51682,28.3,1642.0,88,1
L51684,31.6,1645.0,93,1
L51685,46.8,1426.0,95,2
L51687,31.8,1709.0,100,1
L51688,46.6,1426.0,102,2
L51689,43.7,1429.0,104,2
L51690,62.4,1346.0,106,2
L51691,43.0,1454.0,108,2
L51693,24.4,1900.0,113,1
L51694,36.2,1479.0,115,0
L51695,48.2,1415.0,117,0
L51696,39.0,1539.0,119,0
L51697,31.6,1520.0,121,0
L51698,45.8,1480.0,123,0
L51699,29.7,1666.0,125,1
L51700,47.6,1456.0,127,0
L51701,23.9,1865.0,129,1
L51703,48.4,1488.0,134,0
L51706,38.5,1521.0,142,0
L51708,39.5,1507.0,147,0
L51710,42.0,1487.0,152,0
L51711,41.2,1520.0,154,0
L51714,28.0,1633.0,164,1
L51715,36.2,1503.0,166,0
L51716,45.1,1351.0,168,0
L51717,35.3,1548.0,170,0
L51718,23.3,1923.0,172,1
L51719,32.6,1592.0,174,0
L51721,46.8,1427.0,179,0
L51724,55.1,1349.0,187,0
L51725,43.0,1463.0,189,0
L51728,37.2,1511.0,197,0
L51729,37.5,1549.0,199,0
L51733,45.4,1461.0,0,2
L51734,28.2,1748.0,2,1
L51735,26.7,1690.0,4,1
L51737,26.3,1686.0,9,1
L51738,47.5,1369.0,11,2
L51739,43.7,1433.0,13,2
L51740,41.9,1597.0,15,2
L51741,32.2,1610.0,17,2
L51742,57.7,1398.0,19,2
L51743,20.0,1977.0,21,1
L51744,39.5,1516.0,23,2
L51746,50.5,1402.0,30,2
L51749,35.0,1636.0,38,2
L51750,52.2,1312.0,40,2
L51751,29.8,1708.0,42,1
L51757,23.7,1800.0,61,1
L51758,32.6,1641.0,63,1
L51759,48.2,1374.0,65,2
L51760,37.0,1494.0,67,2
L51761,32.9,1601.0,69,1
L51762,36.9,1634.0,71,2
L51764,32.3,1550.0,76,2
L51765,32.2,1563.0,78,1
L51766,48.3,1395.0,80,2
L51768,38.5,1564.0,85,2
L51769,30.0,1721.0,87,1
L51770,36.1,1456.0,89,2
L51772,33.9,1555.0,96,1
L51773,41.9,1409.0,98,2
L51776,47.6,1361.0,106,2
L51778,49.2,1399.0,111,0
L51779,55.8,1420.0,113,0
L51780,44.2,1359.0,115,0
L51784,24.6,1820.0,128,1
L51786,45.3,1556.0,135,0
L51787,20.2,1980.0,137,1
L51789,44.0,1456.0,142,0
L51790,45.3,1394.0,144,0
L51791,56.2,1365.0,146,0
L51792,16.5,2194.0,148,1
L51793,55.6,1403.0,150,0
L51795,29.3,1793.0,157,1
L51796,24.5,1829.0,159,1
L51800,52.6,1336.0,172,0
L51801,51.0,1341.0,174,0
L51803,40.7,1525.0,179,0
L51805,45.7,1511.0,184,0
L51806,29.8,1664.0,186,1
L51809,26.1,1735.0,194,1
L51810,23.8,1751.0,196,1
L51811,44.6,1383.0,198,0
L51813,50.5,1382.0,203,0
L51814,30.4,1755.0,205,1
L51816,43.0,1466.0,210,0
L51818,34.8,1474.0,215,0
L51819,31.8,1657.0,217,0
L51820,40.1,1435.0,219,0
L51822,54.6,1238.0,226,0
L51823,54.2,1324.0,228,0
L51824,41.2,1514.0,230,0
L51825,25.6,1732.0,232,1
L51826,46.0,1497.0,234,0
L51827,21.5,1958.0,0,1
L51828,32.5,1630.0,2,2
L51830,30.5,1658.0,7,1
L51831,51.1,1349.0,9,2
L51832,52.9,1452.0,11,2
L51835,22.6,1854.0,19,1
L51836,32.3,1626.0,21,2
L51837,35.2,1628.0,23,2
L51838,34.8,1679.0,25,1
L51840,43.9,1439.0,30,2
L51841,48.1,1350.0,32,2
L51843,53.9,1389.0,39,2
L51850,35.5,1610.0,63,2
L51851,43.4,1511.0,65,2
L51852,55.6,1412.0,67,2
L51853,36.2,1501.0,69,2
L51854,44.8,1414.0,71,2
L51856,21.3,1879.0,78,1
L51859,30.7,1695.0,90,1
L51860,39.8,1491.0,92,2
L51862,31.7,1567.0,97,1
L51863,32.9,1736.0,99,1
L51867,17.0,2183.0,110,1
L51868,38.1,1577.0,112,0
L51871,33.3,1535.0,120,0
L51874,50.8,1424.0,128,0
L51875,34.7,1514.0,130,0
L51876,41.7,1449.0,132,0
L51878,41.9,1564.0,137,0
L51879,46.2,1428.0,139,0
L51880,31.0,1620.0,141,1
L51882,66.8,1222.0,148,0
